Surname,First_Name,Age,Occupation,Profile_URL
Alexandre,Jean,31,Frappeur,https://communards-1871.fr/index.php?page=fiches/notice&individu=6407&liste=liste_nominative_A
Alexandre,Jean,30,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=6406&liste=liste_nominative_A
Alexandre,Jean Baptiste,19,Ornemaniste,https://communards-1871.fr/index.php?page=fiches/notice&individu=4459&liste=liste_nominative_A
Alexandre,Jean Pierre,,Brigadier d’octroi,https://communards-1871.fr/index.php?page=fiches/notice&individu=12469&liste=liste_nominative_A
Alexandre,Joseph,39,Chauffeur,https://communards-1871.fr/index.php?page=fiches/notice&individu=31779&liste=liste_nominative_A
Alexandre,Joseph,41,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=31780&liste=liste_nominative_A
Alexandre,Pierre Marin,60,Mécanicien,https://communards-1871.fr/index.php?page=fiches/notice&individu=30385&liste=liste_nominative_A
"Alexandre, dit Vaton",,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=9960&liste=liste_nominative_A
Alexandrine,Joseph Alexandre,53,Teinturier en plumes,https://communards-1871.fr/index.php?page=fiches/notice&individu=30326&liste=liste_nominative_A
Alexis,Albert,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=24448&liste=liste_nominative_A
Alexis,Auguste,16,Tourneur sur métaux,https://communards-1871.fr/index.php?page=fiches/notice&individu=39538&liste=liste_nominative_A
Alexis,Jean,35,,https://communards-1871.fr/index.php?page=fiches/notice&individu=14184&liste=liste_nominative_A
Alexis,Paul Antoine Joseph,24,Homme de lettres,https://communards-1871.fr/index.php?page=fiches/notice&individu=15677&liste=liste_nominative_A
Alfiéri,Eugène Guillaume,23,Bijoutier,https://communards-1871.fr/index.php?page=fiches/notice&individu=15775&liste=liste_nominative_A
Alfred,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=15545&liste=liste_nominative_A
Alfred,Henri,19,Typographe,https://communards-1871.fr/index.php?page=fiches/notice&individu=967&liste=liste_nominative_A
Alfred,Isidore Martin,28,Mécanicien,https://communards-1871.fr/index.php?page=fiches/notice&individu=4172&liste=liste_nominative_A
Algier,Emile François,28,Bijoutier,https://communards-1871.fr/index.php?page=fiches/notice&individu=14183&liste=liste_nominative_A
Algrot,Louis,36,Employé de commerce,https://communards-1871.fr/index.php?page=fiches/notice&individu=9527&liste=liste_nominative_A
Alié,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=14122&liste=liste_nominative_A
Alieu,François,45,Gardien au conservatoire arts et métiers,https://communards-1871.fr/index.php?page=fiches/notice&individu=12463&liste=liste_nominative_A
Aligier,Alexandre,56,Mégissier,https://communards-1871.fr/index.php?page=fiches/notice&individu=2400&liste=liste_nominative_A
Alips,Alexandre,38,Garçon de magasin,https://communards-1871.fr/index.php?page=fiches/notice&individu=31126&liste=liste_nominative_A
Alix,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=12461&liste=liste_nominative_A
Alix,Aimable,55,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=6409&liste=liste_nominative_A
Alix,Arthur Antoine,20,Boucher,https://communards-1871.fr/index.php?page=fiches/notice&individu=35657&liste=liste_nominative_A
Alix,Henri,15,Passementier,https://communards-1871.fr/index.php?page=fiches/notice&individu=27350&liste=liste_nominative_A
Alix,Pierre Marie,56,Typographe,https://communards-1871.fr/index.php?page=fiches/notice&individu=33544&liste=liste_nominative_A
Alla,Eugène,14,Verrier,https://communards-1871.fr/index.php?page=fiches/notice&individu=954&liste=liste_nominative_A
Alla,Joseph Laurent,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=27053&liste=liste_nominative_A
Allagnat,Claude,36,Coupeur de chaussures,https://communards-1871.fr/index.php?page=fiches/notice&individu=6138&liste=liste_nominative_A
Allain,Gustave,41,Relieur,https://communards-1871.fr/index.php?page=fiches/notice&individu=8869&liste=liste_nominative_A
Allain,Henri,21,Chauffeur mécanicien,https://communards-1871.fr/index.php?page=fiches/notice&individu=10614&liste=liste_nominative_A
Allain,Louis Florentin,46,Tanneur,https://communards-1871.fr/index.php?page=fiches/notice&individu=2407&liste=liste_nominative_A
Allaire,Alphonsine Victorine,45,,https://communards-1871.fr/index.php?page=fiches/notice&individu=42608&liste=liste_nominative_A
Allais,Alphonse Amédée,46,Frotteur,https://communards-1871.fr/index.php?page=fiches/notice&individu=6410&liste=liste_nominative_A
Allais,Auguste,36,Tonnelier,https://communards-1871.fr/index.php?page=fiches/notice&individu=39689&liste=liste_nominative_A
Allais,Charles,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=41757&liste=liste_nominative_A
Allaix,Jules,28,Garçon de restaurant,https://communards-1871.fr/index.php?page=fiches/notice&individu=38778&liste=liste_nominative_A
Allamagny,Benoit,40,Tonnelier,https://communards-1871.fr/index.php?page=fiches/notice&individu=16136&liste=liste_nominative_A
Allan,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=17755&liste=liste_nominative_A
Allan,Ferdinand Armand,31,Cocher,https://communards-1871.fr/index.php?page=fiches/notice&individu=17932&liste=liste_nominative_A
Allanic,François Marie,45,Tailleur de pierres,https://communards-1871.fr/index.php?page=fiches/notice&individu=39806&liste=liste_nominative_A
Allanic,Joseph,29,Terrassier,https://communards-1871.fr/index.php?page=fiches/notice&individu=36350&liste=liste_nominative_A
Allant,Nicolas,43,Charretier,https://communards-1871.fr/index.php?page=fiches/notice&individu=21188&liste=liste_nominative_A
Allard,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=15547&liste=liste_nominative_A
Allard,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=18259&liste=liste_nominative_A
Allard,Alexandre,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=26813&liste=liste_nominative_A
Allard,Alphonse Edouard,24,Ciseleur de bijoux,https://communards-1871.fr/index.php?page=fiches/notice&individu=6373&liste=liste_nominative_A
Allard,Alphonse Léon,27,Menuisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=32419&liste=liste_nominative_A
Allard,Augustin,51,Menuisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=32906&liste=liste_nominative_A
Allard,Augustin,10,Sans,https://communards-1871.fr/index.php?page=fiches/notice&individu=30396&liste=liste_nominative_A
Allard,Charles,48,Marchand de chevaux garçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=1569&liste=liste_nominative_A
Allard,Etienne,22,Boucher garçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=16255&liste=liste_nominative_A
Allard,Etienne Nicolas,57,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=17508&liste=liste_nominative_A
Allard,François,29,Commissionnaire,https://communards-1871.fr/index.php?page=fiches/notice&individu=37027&liste=liste_nominative_A
Allard,Frédéric Joseph,32,Tourneur mécanicien,https://communards-1871.fr/index.php?page=fiches/notice&individu=5133&liste=liste_nominative_A
Allard,Henri,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=17615&liste=liste_nominative_A
Allard,Hippolyte,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=15546&liste=liste_nominative_A
Allard,Honoré,62,Maréchal ferrant,https://communards-1871.fr/index.php?page=fiches/notice&individu=40048&liste=liste_nominative_A
Allard,Jean Baptiste,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=25809&liste=liste_nominative_A
Allard,Jean Victor,31,Bijoutier,https://communards-1871.fr/index.php?page=fiches/notice&individu=38021&liste=liste_nominative_A
Allard,Jules Victor,21,Maroquinier,https://communards-1871.fr/index.php?page=fiches/notice&individu=4261&liste=liste_nominative_A
Allard,Louis Gérasime,41,Charpentier,https://communards-1871.fr/index.php?page=fiches/notice&individu=22452&liste=liste_nominative_A
"Allard, ép. Baine",Eugénie Marie,38,Sans,https://communards-1871.fr/index.php?page=fiches/notice&individu=23591&liste=liste_nominative_A
Allardet,Auguste Ferdinand,30,Commissionnaire,https://communards-1871.fr/index.php?page=fiches/notice&individu=38510&liste=liste_nominative_A
Allaume,Jean Jules Victor,42,Perruquier,https://communards-1871.fr/index.php?page=fiches/notice&individu=15699&liste=liste_nominative_A
Allazard,Jean,23,Cocher,https://communards-1871.fr/index.php?page=fiches/notice&individu=30392&liste=liste_nominative_A
Alleau,Léon Etienne,54,Peintre en bâtiments,https://communards-1871.fr/index.php?page=fiches/notice&individu=12476&liste=liste_nominative_A
Alleaume,Louis François,44,Débitant de tabac,https://communards-1871.fr/index.php?page=fiches/notice&individu=39505&liste=liste_nominative_A
Allègre,Charles,,Fruitier,https://communards-1871.fr/index.php?page=fiches/notice&individu=20146&liste=liste_nominative_A
Allègre,Joseph,50,Fumiste,https://communards-1871.fr/index.php?page=fiches/notice&individu=2405&liste=liste_nominative_A
Allemand,Auguste,26,Ebéniste,https://communards-1871.fr/index.php?page=fiches/notice&individu=38878&liste=liste_nominative_A
Allemand,Michel Félicien,30,Commis épicier,https://communards-1871.fr/index.php?page=fiches/notice&individu=38943&liste=liste_nominative_A
Allemand,Prosper,51,Parfumeur,https://communards-1871.fr/index.php?page=fiches/notice&individu=12186&liste=liste_nominative_A
Allemane,François,32,Commis voyageur,https://communards-1871.fr/index.php?page=fiches/notice&individu=4657&liste=liste_nominative_A
Allemane,Jean,28,Typographe,https://communards-1871.fr/index.php?page=fiches/notice&individu=2263&liste=liste_nominative_A
Allen,Joseph Alphonse,33,Eperonnier,https://communards-1871.fr/index.php?page=fiches/notice&individu=39493&liste=liste_nominative_A
Alleno,Marie Louise,25,Fille soumise,https://communards-1871.fr/index.php?page=fiches/notice&individu=22881&liste=liste_nominative_A
Allenot,Pierre,36,Garde magasin au chemin de fer de l’Est,https://communards-1871.fr/index.php?page=fiches/notice&individu=14111&liste=liste_nominative_A
Alléon,Louis Francisque,,Soldat au 89e régiment de ligne,https://communards-1871.fr/index.php?page=fiches/notice&individu=26221&liste=liste_nominative_A
Allest,Emile Charles Mathurin,44,Cordonnier,https://communards-1871.fr/index.php?page=fiches/notice&individu=18955&liste=liste_nominative_A
Allevy,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=15618&liste=liste_nominative_A
Allex,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=25810&liste=liste_nominative_A
Allexant,Joseph Michel,23,Vigneron,https://communards-1871.fr/index.php?page=fiches/notice&individu=5281&liste=liste_nominative_A
Allic,Joseph Marius,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=41258&liste=liste_nominative_A
Allier,Jean Pierre,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=13058&liste=liste_nominative_A
Allier,Louis Victor,44,Boucher,https://communards-1871.fr/index.php?page=fiches/notice&individu=24958&liste=liste_nominative_A
Allier,Michel Emile,37,Chapelier,https://communards-1871.fr/index.php?page=fiches/notice&individu=13059&liste=liste_nominative_A
"Allier, fils",Victor,24,Plombier,https://communards-1871.fr/index.php?page=fiches/notice&individu=18258&liste=liste_nominative_A
Allilaire,Barthélémy Joseph,31,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=19802&liste=liste_nominative_A
Allilaire,Jean,44,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=5225&liste=liste_nominative_A
Allin,Jean Baptiste Zélie,20,Employé,https://communards-1871.fr/index.php?page=fiches/notice&individu=14121&liste=liste_nominative_A
Alline,Pierre Charles,32,Cultivateur,https://communards-1871.fr/index.php?page=fiches/notice&individu=6408&liste=liste_nominative_A
Allinne,Pierre Nicolas,53,Menuisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=14112&liste=liste_nominative_A
Allinont,Pierre Augustin,50,Carrier,https://communards-1871.fr/index.php?page=fiches/notice&individu=11242&liste=liste_nominative_A
Alliot,Joseph Léon,44,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=33131&liste=liste_nominative_A
Allitrault,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=15007&liste=liste_nominative_A
Allix,Jules,53,Professeur de gymnastique,https://communards-1871.fr/index.php?page=fiches/notice&individu=13200&liste=liste_nominative_A
Allix,Paulin Louis Gustave,48,Employé de commerce,https://communards-1871.fr/index.php?page=fiches/notice&individu=30397&liste=liste_nominative_A
Allmoz,Alexandre,34,Polisseur sur acier,https://communards-1871.fr/index.php?page=fiches/notice&individu=955&liste=liste_nominative_A
Alloignet,Charles,51,Tréfileur,https://communards-1871.fr/index.php?page=fiches/notice&individu=36098&liste=liste_nominative_A
Allonge,Bernard,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=40044&liste=liste_nominative_A
Allot,Albert,24,Boulanger,https://communards-1871.fr/index.php?page=fiches/notice&individu=35280&liste=liste_nominative_A
Allot,François Denis,55,Serrurier,https://communards-1871.fr/index.php?page=fiches/notice&individu=34393&liste=liste_nominative_A
Allouis,Paul,51,Comptable,https://communards-1871.fr/index.php?page=fiches/notice&individu=42191&liste=liste_nominative_A
Alloux,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=13993&liste=liste_nominative_A
Allusson,Louis,48,Mécanicien,https://communards-1871.fr/index.php?page=fiches/notice&individu=6411&liste=liste_nominative_A
Almairac,Jean Henri,29,Menuisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=5029&liste=liste_nominative_A
Almandet,Charles Jean Baptiste,44,Vannier,https://communards-1871.fr/index.php?page=fiches/notice&individu=11044&liste=liste_nominative_A
Alméras,Elie,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=41811&liste=liste_nominative_A
Alméras,Elie Jean Marie,26,Mécanicien,https://communards-1871.fr/index.php?page=fiches/notice&individu=17047&liste=liste_nominative_A
Alméras,Joseph Eugène,48,Commis voyageur,https://communards-1871.fr/index.php?page=fiches/notice&individu=20243&liste=liste_nominative_A
Almin,Eugène Louis,22,Boucher,https://communards-1871.fr/index.php?page=fiches/notice&individu=1856&liste=liste_nominative_A
Almire,Joseph,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=40516&liste=liste_nominative_A
Alois,Ferdinand,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=13055&liste=liste_nominative_A
Alongé,Pierre Denis,46,Serrurier en bâtiments,https://communards-1871.fr/index.php?page=fiches/notice&individu=5100&liste=liste_nominative_A
Aloph,Emile,29,,https://communards-1871.fr/index.php?page=fiches/notice&individu=12386&liste=liste_nominative_A
Alquemin,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=12460&liste=liste_nominative_A
Alrivart,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=22362&liste=liste_nominative_A
Alruz,Eugène,27,Garçon de magasin,https://communards-1871.fr/index.php?page=fiches/notice&individu=39991&liste=liste_nominative_A
Alsan,Pierre François,31,Mégissier,https://communards-1871.fr/index.php?page=fiches/notice&individu=4564&liste=liste_nominative_A
Altemayer,Antoine,47,Couvreur,https://communards-1871.fr/index.php?page=fiches/notice&individu=6470&liste=liste_nominative_A
Altéro,Jean Joseph,39,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=4381&liste=liste_nominative_A
Althaus,Henry,57,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=34295&liste=liste_nominative_A
